Date_parsed,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004-02-12 10:52:39,0.0602364373260413,0.0742266223936715,0.0839260706089164,0.0444430880414082
2004-02-12 11:02:39,0.0614554421602617,0.073844084183798,0.0844574442111431,0.0450814004590067
2004-02-12 11:12:39,0.0613607598027247,0.0756087699594706,0.082836808437912,0.0451183651545485
2004-02-12 11:22:39,0.0616648273841496,0.0732786268860784,0.0848792421504956,0.0441722252063089
2004-02-12 11:32:39,0.0619438937448117,0.0745929000439474,0.0826263001123101,0.0446585770789589
2004-02-12 11:42:39,0.0612305288344157,0.0741715904096879,0.0820219248986767,0.0438400800820352
2004-02-12 11:52:39,0.0622797499877923,0.0758077542848772,0.08437228380292,0.0442722300893598
2004-02-12 12:02:39,0.0598902778455979,0.0751147516968602,0.0845060305678988,0.0439739733385419
2004-02-12 12:12:39,0.0623712583622247,0.0755049562966941,0.0822379999023389,0.0441708091215391
2004-02-12 12:22:39,0.0608370525904585,0.0746475902143659,0.0805519800771522,0.0436015430440939
2004-02-12 12:32:39,0.0610901411201718,0.0748322183700376,0.080787050148933,0.043524488500415
2004-02-12 12:42:39,0.0625986620440451,0.0754881586014942,0.0806255676546706,0.044679281214903
2004-02-12 12:52:39,0.0623406904634015,0.0756012500610381,0.0803981639728502,0.0442455198007715
2004-02-12 13:02:39,0.0616297670784706,0.0752842912251574,0.0809993163728697,0.0446883636896332
2004-02-12 13:12:39,0.0618849553200839,0.0759918453049465,0.0833041652424434,0.044548561941501
2004-02-12 13:22:39,0.0612463010889203,0.0740325211191952,0.0801659260706089,0.0434821036183407
2004-02-12 13:32:39,0.0614762927877337,0.0753319498022364,0.0817621954196982,0.0441561599687484
2004-02-12 13:42:39,0.0618432540651399,0.0758194736071097,0.0815118413985057,0.0435542751110894
2004-02-12 13:52:39,0.0622130963425948,0.0759205527613653,0.0808956980321304,0.0439248010156745
2004-02-12 14:02:39,0.0626257629767078,0.076406367498413,0.0822937643439621,0.0437658088773865
2004-02-12 14:12:39,0.0625140387714243,0.0749076615069095,0.0818124908442795,0.0434274134479222
2004-02-12 14:22:39,0.0626069144001172,0.0765010010254407,0.0811331119683578,0.045041212949851
2004-02-12 14:32:39,0.0624485570584501,0.0766482250109868,0.0835732701792079,0.0445171150935104
2004-02-12 14:42:39,0.0613288734801504,0.0751419502905415,0.0825654572977196,0.0441428780702182
2004-02-12 14:52:39,0.0614520240246105,0.0766623370281752,0.080872357048684,0.0438672786757165
2004-02-12 15:02:39,0.0612786757165877,0.0755615508569754,0.0821659260706089,0.0441797939352507
2004-02-12 15:12:39,0.0619063430831583,0.0751534742907368,0.0825168221104546,0.043844572488891
2004-02-12 15:22:39,0.0618897895405049,0.0758843693539723,0.080264026563797,0.043732604131061
2004-02-12 15:32:39,0.0617283558767517,0.0756454905024659,0.0813590507348991,0.0432781874114947
2004-02-12 15:42:39,0.0632109478001855,0.0755177498901313,0.081347722056741,0.0450923384930904
2004-02-12 15:52:39,0.0606914400117193,0.0761143122222764,0.0800685580350603,0.0440304214072952
2004-02-12 16:02:39,0.0622706186825528,0.0764436251770106,0.0820084965086185,0.0445223399580057
2004-02-12 16:12:39,0.0615267835343522,0.0773232579715806,0.0834211143122222,0.044206992528932
2004-02-12 16:22:39,0.0615086185848918,0.0758037990136237,0.0793554861077201,0.0441745202402461
2004-02-12 16:32:39,0.0606305483666194,0.0761857024268763,0.0822372186141901,0.0443687680062503
2004-02-12 16:42:39,0.0626841642658333,0.076531275941208,0.0813327310903852,0.0447903217930563
2004-02-12 16:52:39,0.0612191513257483,0.0757481810635284,0.0823649592265247,0.0443755554470433
2004-02-12 17:02:39,0.0614131061086967,0.0767588749450656,0.0816819180624053,0.0450331070853069
2004-02-12 17:12:39,0.0615803017725474,0.0770170418477464,0.0819917964744372,0.0446751794521216
2004-02-12 17:22:39,0.0619165486596025,0.0758276283021631,0.0810838419844719,0.0441920015625763
2004-02-12 17:32:39,0.061149470188974,0.0754872796523267,0.0796637531129449,0.0436569168416426
2004-02-12 17:42:39,0.0614605693637384,0.0751053762390741,0.0785736608232823,0.0442073831730065
2004-02-12 17:52:39,0.0613833683285316,0.076713853215489,0.0818430099125934,0.0439692856096489
2004-02-12 18:02:39,0.0601161677816299,0.0753441085990527,0.0812540163093901,0.0442942526490551
2004-02-12 18:12:39,0.0622623174959714,0.0760855022217881,0.0821859465794228,0.0444321988378338
2004-02-12 18:22:39,0.0607936910981981,0.0749144001171932,0.0827846574539772,0.0442848283607598
2004-02-12 18:32:39,0.0617841203183749,0.0763423995312271,0.0812854631573807,0.0446770350114751
2004-02-12 18:42:39,0.0606246398749939,0.0747382196396308,0.0795068606865569,0.0437845109624493
2004-02-12 18:52:39,0.0615126715171639,0.0766940768592216,0.0810135260510767,0.0445395282972801
2004-02-12 19:02:39,0.0616358708921334,0.0762844865471947,0.0800745641877044,0.0447009131305239
2004-02-12 19:12:39,0.0623930855998828,0.0759687484740466,0.0802112896137506,0.0439321255920699
2004-02-12 19:22:39,0.0605772254504614,0.0761395575955857,0.0799947263049953,0.0453795107182967
2004-02-12 19:32:39,0.0603488939889643,0.0747895893354167,0.0813264319546853,0.0439118609307095
2004-02-12 19:42:39,0.0614618389569803,0.0762126080375018,0.0816172176375799,0.0447064309780751
2004-02-12 19:52:39,0.0609196738121978,0.076062210068851,0.0802263294106157,0.0438696713706724
2004-02-12 20:02:39,0.0609661604570535,0.0752733531910737,0.0794822501098686,0.0431289613750671
2004-02-12 20:12:39,0.0601970311050344,0.0748125885052981,0.0793470384296108,0.0429222618291908
2004-02-12 20:22:39,0.061612871722252,0.0769913081693442,0.0814636456858245,0.0431046437814346
2004-02-12 20:32:39,0.0620874066116509,0.0758313882513794,0.0809277308462327,0.0443757019385712
